5.278350710868835449e-01,0.000000000000000000e+00,4.469059812000000000e+09
5.130164623260498047e-01,0.000000000000000000e+00,4.469059812000000000e+09
4.882422387599945068e-01,0.000000000000000000e+00,4.469059812000000000e+09
4.616656601428985596e-01,0.000000000000000000e+00,4.469059812000000000e+09
4.360800683498382568e-01,0.000000000000000000e+00,4.469059812000000000e+09
4.061841070652008057e-01,0.000000000000000000e+00,4.469059812000000000e+09
3.657199144363403320e-01,0.000000000000000000e+00,4.469059812000000000e+09
3.083952665328979492e-01,0.000000000000000000e+00,4.469059812000000000e+09
2.343688160181045532e-01,0.000000000000000000e+00,4.469059812000000000e+09
1.567835956811904907e-01,0.000000000000000000e+00,4.469059812000000000e+09
1.107336655259132385e-01,0.000000000000000000e+00,4.469059812000000000e+09
1.335520595312118530e-01,0.000000000000000000e+00,4.469059812000000000e+09
1.985569596290588379e-01,0.000000000000000000e+00,4.469059812000000000e+09
1.941013038158416748e-01,0.000000000000000000e+00,4.469059812000000000e+09
1.236188933253288269e-01,0.000000000000000000e+00,4.469059812000000000e+09
8.591287583112716675e-02,0.000000000000000000e+00,4.469059812000000000e+09
9.619678556919097900e-02,0.000000000000000000e+00,4.469059812000000000e+09
1.194092482328414917e-01,0.000000000000000000e+00,4.469059812000000000e+09
1.320342421531677246e-01,0.000000000000000000e+00,4.469059812000000000e+09
1.271472871303558350e-01,0.000000000000000000e+00,4.469059812000000000e+09
1.081705838441848755e-01,0.000000000000000000e+00,4.469059812000000000e+09
8.496083319187164307e-02,0.000000000000000000e+00,4.469059812000000000e+09
6.944626569747924805e-02,0.000000000000000000e+00,4.469059812000000000e+09
6.928509473800659180e-02,0.000000000000000000e+00,4.469059812000000000e+09
7.988255470991134644e-02,0.000000000000000000e+00,4.469059812000000000e+09
8.497901260852813721e-02,0.000000000000000000e+00,4.469059812000000000e+09
7.429308444261550903e-02,0.000000000000000000e+00,4.469059812000000000e+09
5.805590376257896423e-02,0.000000000000000000e+00,4.469059812000000000e+09
4.997256398200988770e-02,0.000000000000000000e+00,4.469059812000000000e+09
5.290229618549346924e-02,0.000000000000000000e+00,4.469059812000000000e+09
5.870188400149345398e-02,0.000000000000000000e+00,4.469059812000000000e+09
5.876072868704795837e-02,0.000000000000000000e+00,4.469059812000000000e+09
5.125584080815315247e-02,0.000000000000000000e+00,4.469059812000000000e+09
4.219429567456245422e-02,0.000000000000000000e+00,4.469059812000000000e+09
3.805170580744743347e-02,0.000000000000000000e+00,4.469059812000000000e+09
3.985244780778884888e-02,0.000000000000000000e+00,4.469059812000000000e+09
4.219432920217514038e-02,0.000000000000000000e+00,4.469059812000000000e+09
3.960517048835754395e-02,0.000000000000000000e+00,4.469059812000000000e+09
3.343149274587631226e-02,0.000000000000000000e+00,4.469059812000000000e+09
2.895981445908546448e-02,0.000000000000000000e+00,4.469059812000000000e+09
2.936923690140247345e-02,0.000000000000000000e+00,4.469059812000000000e+09
3.117590397596359253e-02,0.000000000000000000e+00,4.469059812000000000e+09
2.886019274592399597e-02,0.000000000000000000e+00,4.469059812000000000e+09
2.447463572025299072e-02,0.000000000000000000e+00,4.469059812000000000e+09
2.160880528390407562e-02,0.000000000000000000e+00,4.469059812000000000e+09
2.196705713868141174e-02,0.000000000000000000e+00,4.469059812000000000e+09
2.258832938969135284e-02,0.000000000000000000e+00,4.469059812000000000e+09
1.972842030227184296e-02,0.000000000000000000e+00,4.469059812000000000e+09
1.633475907146930695e-02,0.000000000000000000e+00,4.469059812000000000e+09
1.599735021591186523e-02,0.000000000000000000e+00,4.469059812000000000e+09
1.625210233032703400e-02,0.000000000000000000e+00,4.469059812000000000e+09
1.457530073821544647e-02,0.000000000000000000e+00,4.469059812000000000e+09
1.183738000690937042e-02,0.000000000000000000e+00,4.469059812000000000e+09
1.093367114663124084e-02,0.000000000000000000e+00,4.469059812000000000e+09
1.116435043513774872e-02,0.000000000000000000e+00,4.469059812000000000e+09
9.692805819213390350e-03,0.000000000000000000e+00,4.469059812000000000e+09
7.992694154381752014e-03,0.000000000000000000e+00,4.469059812000000000e+09
7.711605168879032135e-03,0.000000000000000000e+00,4.469059812000000000e+09
7.525531575083732605e-03,0.000000000000000000e+00,4.469059812000000000e+09
6.145036779344081879e-03,0.000000000000000000e+00,4.469059812000000000e+09
4.862854257225990295e-03,0.000000000000000000e+00,4.469059812000000000e+09
4.995396826416254044e-03,0.000000000000000000e+00,4.469059812000000000e+09
4.349212162196636200e-03,0.000000000000000000e+00,4.469059812000000000e+09
3.409261815249919891e-03,0.000000000000000000e+00,4.469059812000000000e+09
3.027842845767736435e-03,0.000000000000000000e+00,4.469059812000000000e+09
3.073430387303233147e-03,0.000000000000000000e+00,4.469059812000000000e+09
2.486475976184010506e-03,0.000000000000000000e+00,4.469059812000000000e+09
1.924971467815339565e-03,0.000000000000000000e+00,4.469059812000000000e+09
2.032822929322719574e-03,0.000000000000000000e+00,4.469059812000000000e+09
1.837724121287465096e-03,0.000000000000000000e+00,4.469059812000000000e+09
1.398326130583882332e-03,0.000000000000000000e+00,4.469059812000000000e+09
1.274968381039798260e-03,0.000000000000000000e+00,4.469059812000000000e+09
1.381973503157496452e-03,0.000000000000000000e+00,4.469059812000000000e+09
1.025444711558520794e-03,0.000000000000000000e+00,4.469059812000000000e+09
8.609527722001075745e-04,0.000000000000000000e+00,4.469059812000000000e+09
9.083460317924618721e-04,0.000000000000000000e+00,4.469059812000000000e+09
8.049415773712098598e-04,0.000000000000000000e+00,4.469059812000000000e+09
5.751025164499878883e-04,0.000000000000000000e+00,4.469059812000000000e+09
6.472173845395445824e-04,0.000000000000000000e+00,4.469059812000000000e+09
6.044805631972849369e-04,0.000000000000000000e+00,4.469059812000000000e+09
4.497152986004948616e-04,0.000000000000000000e+00,4.469059812000000000e+09
4.705741594079881907e-04,0.000000000000000000e+00,4.469059812000000000e+09
4.764806944876909256e-04,0.000000000000000000e+00,4.469059812000000000e+09
3.839139535557478666e-04,0.000000000000000000e+00,4.469059812000000000e+09
3.573178255464881659e-04,0.000000000000000000e+00,4.469059812000000000e+09
4.002676869276911020e-04,0.000000000000000000e+00,4.469059812000000000e+09
3.049586666747927666e-04,0.000000000000000000e+00,4.469059812000000000e+09
2.762257063295692205e-04,0.000000000000000000e+00,4.469059812000000000e+09
2.925777516793459654e-04,0.000000000000000000e+00,4.469059812000000000e+09
2.295822341693565249e-04,0.000000000000000000e+00,4.469059812000000000e+09
2.054143697023391724e-04,0.000000000000000000e+00,4.469059812000000000e+09
2.144188474630936980e-04,0.000000000000000000e+00,4.469059812000000000e+09
1.840015756897628307e-04,0.000000000000000000e+00,4.469059812000000000e+09
1.549134467495605350e-04,0.000000000000000000e+00,4.469059812000000000e+09
1.773972180671989918e-04,0.000000000000000000e+00,4.469059812000000000e+09
1.527213607914745808e-04,0.000000000000000000e+00,4.469059812000000000e+09
1.359673187835142016e-04,0.000000000000000000e+00,4.469059812000000000e+09
1.556250645080581307e-04,0.000000000000000000e+00,4.469059812000000000e+09
1.334748376393690705e-04,0.000000000000000000e+00,4.469059812000000000e+09
1.226411259267479181e-04,0.000000000000000000e+00,4.469059812000000000e+09
1.324682671111077070e-04,0.000000000000000000e+00,4.469059812000000000e+09
1.156167709268629551e-04,0.000000000000000000e+00,4.469059812000000000e+09
1.100525259971618652e-04,0.000000000000000000e+00,4.469059812000000000e+09
1.149516974692232907e-04,0.000000000000000000e+00,4.469059812000000000e+09
1.038033806253224611e-04,0.000000000000000000e+00,4.469059812000000000e+09
9.864207822829484940e-05,0.000000000000000000e+00,4.469059812000000000e+09
1.009955885820090771e-04,0.000000000000000000e+00,4.469059812000000000e+09
9.312368638347834349e-05,0.000000000000000000e+00,4.469059812000000000e+09
8.683801570441573858e-05,0.000000000000000000e+00,4.469059812000000000e+09
8.810578583506867290e-05,0.000000000000000000e+00,4.469059812000000000e+09
8.043338311836123466e-05,0.000000000000000000e+00,4.469059812000000000e+09
7.483234367100521922e-05,0.000000000000000000e+00,4.469059812000000000e+09
7.595970964757725596e-05,0.000000000000000000e+00,4.469059812000000000e+09
6.921520980540663004e-05,0.000000000000000000e+00,4.469059812000000000e+09
6.589799886569380760e-05,0.000000000000000000e+00,4.469059812000000000e+09
6.749061139998957515e-05,0.000000000000000000e+00,4.469059812000000000e+09
6.229271821212023497e-05,0.000000000000000000e+00,4.469059812000000000e+09
6.074917837395332754e-05,0.000000000000000000e+00,4.469059812000000000e+09
6.150945409899577498e-05,0.000000000000000000e+00,4.469059812000000000e+09
5.746892202296294272e-05,0.000000000000000000e+00,4.469059812000000000e+09
5.664974742103368044e-05,0.000000000000000000e+00,4.469059812000000000e+09
5.640220842906273901e-05,0.000000000000000000e+00,4.469059812000000000e+09
5.333574154064990580e-05,0.000000000000000000e+00,4.469059812000000000e+09
5.261876503936946392e-05,0.000000000000000000e+00,4.469059812000000000e+09
5.200230225455015898e-05,0.000000000000000000e+00,4.469059812000000000e+09
4.985721898265182972e-05,0.000000000000000000e+00,4.469059812000000000e+09
4.916359102935530245e-05,0.000000000000000000e+00,4.469059812000000000e+09
4.861851630266755819e-05,0.000000000000000000e+00,4.469059812000000000e+09
4.705253013526089489e-05,0.000000000000000000e+00,4.469059812000000000e+09
4.617525701178237796e-05,0.000000000000000000e+00,4.469059812000000000e+09
4.555035047815181315e-05,0.000000000000000000e+00,4.469059812000000000e+09
4.407365122460760176e-05,0.000000000000000000e+00,4.469059812000000000e+09
4.313534373068250716e-05,0.000000000000000000e+00,4.469059812000000000e+09
4.250979691278189421e-05,0.000000000000000000e+00,4.469059812000000000e+09
4.115996125619858503e-05,0.000000000000000000e+00,4.469059812000000000e+09
4.037050894112326205e-05,0.000000000000000000e+00,4.469059812000000000e+09
3.984138311352580786e-05,0.000000000000000000e+00,4.469059812000000000e+09
3.869395732181146741e-05,0.000000000000000000e+00,4.469059812000000000e+09
3.806808672379702330e-05,0.000000000000000000e+00,4.469059812000000000e+09
3.752480552066117525e-05,0.000000000000000000e+00,4.469059812000000000e+09
3.653204839793033898e-05,0.000000000000000000e+00,4.469059812000000000e+09
